grid_size,grid_res,years,mu,p_spread,rho,n_repeats,x_lines,y_lines,initial_flammable_fraction,initial_num_flammable_clusters,initial_contagion,burned_fraction,num_fires,median_fire_size_ha,max_fire_size_ha,sd_fire_size_ha
101,500,1,0.002,0.9,0.3,3,[],[],0.3064,1279,11.086652385563356,0.0013,1,75.0,125.0,37.416573867739416
101,500,1,0.002,0.9,0.3,3,[],[],0.2958,1328,12.370023867414037,0.003,1,100.0,400.0,131.7193987231949
101,500,1,0.002,1,0.3,3,[],[],0.3064,1297,11.119708226247205,0.0014,1,25.0,200.0,67.82329983125268
101,500,1,0.002,1,0.3,3,[],[],0.3047,1252,11.314564906995662,0.0034,2,50.0,450.0,178.18529681205462
101,500,1,0.002,1,0.3,3,[],[],0.304,1334,11.428907142239787,0.0033,1,50.0,575.0,210.0
101,500,1,0.04,0.3,0.3,3,[],[],0.2982,1361,12.093855441440859,0.0141,1,25.0,150.0,23.908687633423487
101,500,1,0.04,0.3,0.3,3,[],[],0.2977,1309,12.121055525909853,0.0161,1,25.0,225.0,29.478805945967352
101,500,1,0.04,0.3,0.3,3,[],[],0.2957,1291,12.419431073608433,0.0147,1,25.0,175.0,23.667423260323197
101,500,1,0.04,0.4,0.3,3,[],[],0.2971,1359,12.271977919721945,0.0187,1,25.0,175.0,31.641547054466223
101,500,1,0.04,0.4,0.3,3,[],[],0.3032,1332,11.484653429474756,0.0174,1,25.0,200.0,30.699057224914558
101,500,1,0.04,0.4,0.3,3,[],[],0.3035,1309,11.437326170798078,0.0167,1,25.0,225.0,31.648341006781404
101,500,1,0.04,0.5,0.3,3,[],[],0.2901,1338,13.12833376161594,0.0176,1,25.0,200.0,31.276800253049196
101,500,1,0.04,0.5,0.3,3,[],[],0.2998,1334,11.923204485479333,0.0191,1,25.0,175.0,33.42225827647177
101,500,1,0.04,0.5,0.3,3,[],[],0.2994,1325,11.971007763173457,0.0209,1,50.0,175.0,38.799837964513074
101,500,1,0.04,0.6,0.3,3,[],[],0.3008,1365,11.836272351703824,0.0251,1,50.0,250.0,52.92860192080581
101,500,1,0.04,0.6,0.3,3,[],[],0.2996,1298,11.97502847637445,0.0239,2,50.0,275.0,49.64734023426156
101,500,1,0.04,0.6,0.3,3,[],[],0.2998,1337,11.901431335155198,0.0208,1,50.0,175.0,36.54286648871425
101,500,1,0.04,0.7,0.3,3,[],[],0.3056,1351,11.186142466961503,0.0261,2,50.0,425.0,63.06940621252114
101,500,1,0.04,0.7,0.3,3,[],[],0.296,1332,12.354894819719975,0.027,1,50.0,275.0,52.48511693804254
101,500,1,0.04,0.7,0.3,3,[],[],0.3001,1360,11.91109199071877,0.0243,2,37.5,275.0,53.67494760127857
101,500,1,0.04,0.8,0.3,3,[],[],0.2963,1341,12.33714491897,0.0321,2,50.0,450.0,73.37933693535629
101,500,1,0.04,0.8,0.3,3,[],[],0.3007,1291,11.746039816646958,0.0334,1,75.0,425.0,74.36625688260196
101,500,1,0.04,0.8,0.3,3,[],[],0.3001,1345,11.859336897812723,0.0353,2,75.0,725.0,100.64248074494692
101,500,1,0.04,0.9,0.3,3,[],[],0.2962,1315,12.32963634620291,0.042,3,75.0,650.0,105.30194680061713
101,500,1,0.04,0.9,0.3,3,[],[],0.3042,1306,11.344012577410822,0.0416,1,75.0,375.0,86.79654893682887
101,500,1,0.04,0.9,0.3,3,[],[],0.2928,1313,12.747267261330286,0.0356,1,50.0,375.0,80.9391511802022
101,500,1,0.04,1,0.3,3,[],[],0.2946,1310,12.532372050498585,0.0458,2,75.0,525.0,96.9786383966449
101,500,1,0.04,1,0.3,3,[],[],0.291,1346,12.987882941913787,0.0368,3,75.0,525.0,89.1244011547878
101,500,1,0.04,1,0.3,3,[],[],0.2943,1338,12.625821732821462,0.0418,4,62.5,700.0,111.71632079593354
101,500,1,0.0004,0.3,0.4,3,[],[],0.4,1094,2.909553366478601,0.0001,1,25.0,25.0,0.0
101,500,1,0.0004,0.3,0.4,3,[],[],0.4026,1077,2.7683243513347167,0.0004,1,100.0,100.0,0.0
101,500,1,0.0004,0.3,0.4,3,[],[],0.3923,1120,3.3649309086323242,0.0001,1,25.0,25.0,0.0
101,500,1,0.0004,0.4,0.4,3,[],[],0.4058,1096,2.580434381017016,0.0001,1,25.0,25.0,0.0
